Topic,Words,Frequency,Timestamp
60,"berita, isi berita, peristiwa, portal berita, hot",3,2020.385
61,"sampah, presentase error, imi subskala, subskala, buka tutup",8,2020.385
62,"emosi, ekspresi wajah, kenal emosi, ekspresi, leksikal",4,2020.385
63,"rata delay, discovery, jarak meter, memvalidasi, auth",2,2020.385
64,"jantung, sakit jantung, koroner, jantung koroner, gagal",10,2020.385
65,"siaga, jakarta, dingin, rata error, muka air",2,2020.385
66,"panel, daya listrik, bayang, surya, listrik",4,2020.385
67,"gui, sensor actuator, tambang, duga, actuator",1,2020.385
68,"darah, gamifikasi, ginjal, cocok, algoritma cari",3,2020.385
69,"kopi, kedai, kafe, coffee, meja",8,2020.385
71,"ibadah, gereja, information jadwal, umat, sekretariat",4,2020.385
72,"milu, presiden, lombok, butuh pilih, gubernur",2,2020.385
74,"mebel, strategi jual, jual toko, jaya, stack",3,2020.385
76,"response time, response, load balancing, load, balancing",2,2020.385
77,"dijkstra, algoritma dijkstra, statis, packet loss, packet",1,2020.385
78,"diabetes, napas, sensor mq, darah, lvq",4,2020.385
79,"images, gigi, kesan, segmentation, boundary",4,2020.385
80,"bandwith, relay node, buffer, relay, ping",2,2020.385
82,"isyarat, dialog, alfabet, guna model, motion",4,2020.385
83,"rata cepat, sia, scheduler, job, detik rata",5,2020.385
84,"scaling, autoscaling, kubernetes, vertikal, deployment",6,2020.385
85,"ektp, kos, telegram, tingkat akurat, kamar",2,2020.385
86,"pinjam ruang, tingkat penting, pinjam, perintah desa, kriteria dukung",2,2020.385
87,"anjing, hewan, hewan pelihara, pelihara, buang",6,2020.385
88,"salesman, ant colony, ant, colony, barang kirim",5,2020.385
90,"dbscan, lokasi user, runtime, lokasi application, gps",2,2020.385
92,"kenal jenis, jenis makan, local, hsv, pattern",1,2020.385
93,"parkir, slot, rata persentase, persentase error, detector",2,2020.385
94,"gerbang, rumah, administrasi, lahan, kawasan",3,2020.385
95,"event, selenggara, biro, proposal, chart",2,2020.385
96,"produk sehat, abc, obat, rekomendasi produk, alat sehat",5,2020.385
97,"barang dagang, retur, barang toko, kelola barang, jual beli",3,2020.385
100,"inflasi, dollar, rupiah, naik harga, tukar rupiah",2,2020.385
101,"acc, astra credit, astra, credit, credit companies",10,2020.385
102,"studies, two, transformation, find, community",1,2020.385
103,"rental mobil, rental, mobil, sewa mobil, sewa",4,2020.385
-1,"umkm, pajak, count, quick, digital indonesia",244,2021.308
0,"adi, sprint, sman, scrum, presensi",76,2021.308
1,"games, kembang game, multiplayer, kali, gim",21,2021.308
2,"bibit, hayati, hidroponik, kelapa, coklat",19,2021.308
3,"kampung, wisata, wisatawan, daki, gunung",17,2021.308
4,"service worker, worker, tingkat usability, service web, heuristic",28,2021.308
5,"twitter, sentimen, bpjs, opini, model baseline",13,2021.308
7,"surat terang, adu, buat surat, mohon, surat",14,2021.308
8,"gaji, pns, kerja pegawai, kulon progo, progo",10,2021.308
9,"mebel, deployment, application digital, utilitas, jual mesan",5,2021.308
10,"yolov4, atlet, analytics, lapang futsal, futsal",3,2021.308
11,"klinik, kulit, kirim protokol, rumah sakit, protokol mqtt",3,2021.308
12,"celaka, module gps, korban, curi, celaka lintas",2,2021.308
13,"pattern, deployment, fase, ajar mesin, continuous",4,2021.308
14,"hepatitis, seksual, diagnosis sakit, diagnosis, sakit tular",4,2021.308
15,"renang, animasi, pose, gaya, dada",3,2021.308
16,"wajah, gan, ground, deteksi wajah, citra wajah",3,2021.308
17,"ecommerce, reality application, shopee, ecommerce indonesia, kecewa",7,2021.308
18,"pralatih, model bahasa, multilabel, opini, sentimen aspek",10,2021.308
19,"computer vision, vision, label, wayang kulit, products",5,2021.308
20,"kitab, masjid, blynk, kotak, application blynk",5,2021.308
21,"ikan, controlling, pakan, suhu air, air",7,2021.308
23,"vaksin, covid, vaksinasi, virus, pandemi",32,2021.308
24,"bagging, obat obat, metoda, ketidakseimbangan kelas, atribut",4,2021.308
25,"products, customers, point sale, sedia barang, sale",4,2021.308
26,"gold, bumn, saham, harga saham, price",6,2021.308
28,"fault, gradient boosting, gradient, detection, boosting",4,2021.308
29,"pkk, keluarga, bappeda, bantul, sejahtera",4,2021.308
30,"kas, payment gateway, payment, simpan pinjam, gateway",6,2021.308
31,"himpun fuzzy, laku usaha, inferensi, himpun, minta sedia",1,2021.308
32,"hotspot, bandwidth, manajemen bandwidth, download, upload",6,2021.308
33,"mandarin, jawa, pulau jawa, bahasa jawa, cirebon",5,2021.308
34,"kambing, information sakit, deteksi sakit, tangan sakit, idap",1,2021.308
35,"milik mirip, kmeans kelompok, mirip, text mining, kmeans",3,2021.308
37,"join, nosql, translasi, logical, sub kriteria",7,2021.308
38,"lampu, perintah suara, telegram, mati lampu, nodemcu",3,2021.308
39,"tamu, hotel, himpun, sanggar, kamar",4,2021.308
40,"bakar hutan, hutan, bakar, kondisi cuaca, lahan",2,2021.308
42,"ntt, saldo, encryption, riwayat transaksi, enkripsi",3,2021.308
43,"stock, minum, sensor ultrasonik, ultrasonik, air",1,2021.308
44,"wayang, card, desain kembang, usung, budaya pariwisata",1,2021.308
45,"model akustik, akustik, bicara, statistical, stop",4,2021.308
46,"project, quality assurance, proyek, manajemen proyek, kurva",3,2021.308
47,"tol, kendara pribadi, kendara jalan, kirim produk, infrastruktur jalan",6,2021.308
50,"liquid, atur asosiasi, forecasting, agung, asosiasi",7,2021.308
51,"buku digital, pustaka, minat baca, rata skor, warehouse",4,2021.308
52,"tsunami, rawan, bencana, pantai, kawasan",1,2021.308
54,"simpan file, smart contract, contract, desentralisasi, file",2,2021.308
55,"sehat mental, mental, service sehat, imi, imi subskala",5,2021.308
56,"lipat, sepeda, mobil, alat transportasi, reliabilitas",3,2021.308
57,"kualitas baik, ternak ayam, pakan, ayam, ternak",1,2021.308
58,"lahir, training training, usia, bayi lahir, recall accuracy",2,2021.308
59,"film, prediksi rating, ulas, rating, feature extraction",3,2021.308
60,"portal berita, mvc mvc, portal, mvc, online akses",1,2021.308
61,"sampah, logam, tutup, buka tutup, sensor ultrasonik",3,2021.308
62,"marah, emosi, wanita, ekspresi wajah, start",4,2021.308
64,"iuml bayes, iuml, algoritma decision, feature selection, jantung",1,2021.308
65,"curah hujan, curah, hujan, bmkg, algoritma naive",2,2021.308
66,"angin, cepat angin, energi listrik, listrik, rating technique",1,2021.308
67,"sms, indobert, tipu, dkk, sulit user",1,2021.308
69,"cafe, kopi, kabupaten malang, buah, pas",4,2021.308
70,"ekspansi, feedback, relevance, similaritas, term",2,2021.308
71,"komunitas, anggota, misi, urus, mudah urus",1,2021.308
72,"count, quick, tps, hitung cepat, sample",2,2021.308
73,"laku umkm, pinjam dana, website sedia, pinjam, aju",1,2021.308
74,"hias, wadah, information jual, langgan kota, implementasi web",1,2021.308
75,"gaji, interoperabilitas, lamar, law, rekrutmen",6,2021.308
76,"native, usage, infrastruktur, teknologi virtual, cpu usage",1,2021.308
77,"link, statis, dijkstra, cari jalur, bobot",2,2021.308
78,"gula, derita diabetes, diabetes, hitung total, derita",2,2021.308
79,"gigi, width, mulut, klinik, measurement",2,2021.308
81,"mobilenet, images, transfer learning, datasets, kanker",2,2021.308
82,"isyarat, sign, sandang, aga, terjemah bahasa",6,2021.308
83,"scheduler, tensorflow, latih ajar, scaling, migrasi",3,2021.308
84,"panggil, orkestrasi, circuit, response time, guna cpu",2,2021.308
85,"pintu, rfid, face recognition, web admin, face",3,2021.308
86,"diy, kembang kembang, internet mudah, bidang hidup, kreativitas",3,2021.308
87,"anjing, cinta, hewan, user tuju, presentase",2,2021.308
88,"tsp, satelit, tulis kode, gui, titik titik",2,2021.308
89,"restoran, barokah, kedai, warung, menu makan",5,2021.308
90,"objek gerak, kalman filter, posisi objek, tracking, kalman",1,2021.308
91,"hand, mouse, normalized, features, interaction",1,2021.308
92,"diet, bahan makan, makan konsumsi, model kenal, arsitektur model",1,2021.308
94,"kos, kelola usaha, sewa, efisien efektif, tinggal",1,2021.308
95,"wedding, vendor, landing, sale, event",4,2021.308
96,"apotek, catat stok, obat, gresik, obat obat",2,2021.308
97,"karyawan milik, milik toko, beli toko, stok barang, pesan langgan",2,2021.308
98,"robust, metode, watermarking, chrome, gis",1,2021.308
99,"humancentered design, humancentered, harap tingkat, hcd, sekolah ajar",1,2021.308
100,"tulungagung, inflasi, smoothing, exponential smoothing, exponential",1,2021.308
101,"acc, quest, credit companies, astra, astra credit",3,2021.308
103,"sewa barang, transaksi sewa, sewa mobil, rental mobil, rental",2,2021.308
104,"kucing, pakan, application telegram, kelinci, beri pakan",2,2021.308
105,"portofolio, budget, galeri, arsitektur, karya",3,2021.308
-1,"batik, motif, gamelan, tenun, ocr",321,2022.231
0,"lensa, sukar, register, mentor, thesis",102,2022.231
1,"ren, genre, gamelan, game genre, kembang game",31,2022.231
2,"kelembaban tanah, tanah, lembap, kepul, kelembaban",29,2022.231
3,"wisata, komentar positif, komentar, travel, tradisi",20,2022.231
4,"user interface, web app, app, interface user, interface",50,2022.231
5,"facebook, media sosial, sosial, sentimen, tweet",11,2022.231
6,"tempe, amount, departemen, consumer, production",8,2022.231
7,"village, arsip, surat, tingkat matang, surat surat",15,2022.231
8,"gaji, interview, rekrutmen, summarization, calon karyawan",12,2022.231
9,"samsung, flutter, vital, health, presensi",7,2022.231
10,"bola, basket, mediapipe, tanding, lapang",9,2022.231
11,"cair, solenoid, baik tampil, bidan, awat",7,2022.231
12,"tumpang, kereta api, kendara, bus, kereta",8,2022.231
13,"chunk, static, gpt, alat bantu, dependency",6,2022.231
14,"picu, unsur, indikator, smartwatch, pemrograman dart",2,2022.231
15,"gamelan, virtual reality, virtual, mind, dunia virtual",19,2022.231
16,"model pretrained, face recognition, rentang usia, augmentasi, task klasifikasi",6,2022.231
17,"marketplace, kursus, tokopedia, ecommerce, belanja online",11,2022.231
18,"sentimen aspek, captioning, image captioning, alih kode, ucap",12,2022.231
19,"look, buta warna, kamera, filter, derau",9,2022.231
20,"masjid, hafal, an, islam, kelola giat",9,2022.231
21,"pakan, beri pakan, ikan, kualitas air, kolam",9,2022.231
23,"pandemi, mind, konsultasi, covid, pandemi covid",19,2022.231
24,"judul abstrak, judul, abstrak, performa algoritma, bidang ahli",18,2022.231
25,"gaji, rajin, tambak, visual novel, hitung gaji",19,2022.231
26,"word2vec, finansial, prediksi harga, model prediksi, saham",2,2022.231
28,"deteksi serang, celah aman, celah, serang, ensemble",6,2022.231
29,"terima bantu, miskin, calon terima, tunai, desa",14,2022.231
30,"kas, simpan pinjam, tunai, gateway midtrans, terima keluar",9,2022.231
31,"tempe, bawang, teknik, merah, nearest neighbor",2,2022.231
32,"service internet, koordinasi, manfaat mudah, infrastruktur jalan, komunikasi application",1,2022.231
33,"kelas sekolah, application game, kuis, tingkat motivasi, motivasi",3,2022.231
34,"asi, susu, butuh nutrisi, formula, daging sapi",2,2022.231
35,"algoritma greedy, pamer, greedy, iuml, iuml bayes",8,2022.231
36,"face, face recognition, application interaktif, latensi, robot",1,2022.231
37,"basis nosql, nosql, migrasi, isolation, sql",15,2022.231
38,"smart home, home, huni rumah, antarmuka web, smart",4,2022.231
39,"lukis, jahit, cafe, lapor masalah, booking",7,2022.231
41,"jadwal ajar, rate mutation, crossover rate, mutation rate, smp",1,2022.231
42,"algoritma encryption, paralel, algorithms, encryption, paralelisasi",4,2022.231
43,"kualitas air, air, kolam, ikan nila, minum",3,2022.231
44,"adat, budaya, pustaka, banjar, kalimantan",3,2022.231
45,"alih kode, tts, ucap, rnn, wer",8,2022.231
46,"alokasi, schedule, sedia sumber, developer, estimasi",3,2022.231
47,"tol, otonom, bekas, transportasi, kendara mobil",4,2022.231
48,"kalori, berat badan, obesitas, olahraga, guide",1,2022.231
49,"module nrf24l01, wsn, nrf24l01, node kirim, network wsn",1,2022.231
50,"single exponential, toko bangun, april, rayon, exponential smoothing",3,2022.231
51,"pustaka, baca buku, buku, sirkulasi, buku buku",6,2022.231
52,"bencana, bencana alam, bayes akurasi, korban, gempa",3,2022.231
53,"lagu, suasana, musik, emosi, notasi",4,2022.231
54,"storage, cloud, cache, tri, komputasi awan",4,2022.231
55,"depresi, sehat mental, mental, seni, kondisi sehat",4,2022.231
56,"purbalingga, motor, produsen, sepeda motor, sepeda",4,2022.231
58,"balita, posyandu, django, information catat, tumbuh kembang",3,2022.231
59,"film, alur cerita, milik alur, alur, cerita",2,2022.231
60,"partai, politik, com, fasttext, tunjang putus",2,2022.231
61,"sampah, tumpuk, butuh milik, interface user, kabupaten blitar",3,2022.231
63,"rujuk, batas batas, daya komputasi, iot, sensor actuator",1,2022.231
64,"komplikasi, hipertensi, fase, tekan darah, understand",1,2022.231
65,"hujan, curah hujan, curah, linier ganda, banjir",3,2022.231
66,"normalisasi minmax, minmax, normalisasi, zscore, model deep",8,2022.231
68,"minor, sel darah, kabupaten banyumas, banyumas, sel",2,2022.231
69,"kafe, gaji karyawan, kopi, gaji, information gaji",4,2022.231
70,"mesin cari, query, indeks, predikat, masuk user",3,2022.231
71,"gereja, jemaat, umat, ibadah, iur",7,2022.231
72,"milu, formulir, tps, visualisasi, presiden",5,2022.231
73,"nasabah, algoritma machine, tahap preprocessing, kartu kredit, logistic regression",1,2022.231
74,"butik, kos, costumer, sulawesi, website tarik",6,2022.231
75,"alat berat, sewa alat, transaksi sewa, information sewa, audit",2,2022.231
78,"resnet50, cnn model, klasifikasi citra, model cnn, cnn",1,2022.231
79,"segmentation, yolo, assist, gigi, automated",3,2022.231
80,"throughput delay, wireless, delay packet, qos, jitter",1,2022.231
82,"epochs, korpus, isyarat, hyperparameter, reading",4,2022.231
83,"quantum, hyperparameter, dkk, prediksi algoritma, tingkat akurat",4,2022.231
84,"microservice, micro, mesan tiket, rest, arsitektur microservice",6,2022.231
85,"door, bot telegram, solenoid, telegram, pintu",3,2022.231
86,"application bantu, magang, fair, politeknik, atur jadwal",5,2022.231
87,"snack, pet, sedia barang, hewan pelihara, catat sedia",3,2022.231
88,"tsp, kluster, balanced, window, vehicle",1,2022.231
89,"mesan makan, makan minum, meja, reservasi, restoran",3,2022.231
91,"pose, push, mediapipe, ponsel pintar, rincian",1,2022.231
93,"parkir, area parkir, authority, central, yolo",3,2022.231
94,"layak huni, rumah layak, tunjang putus, ahp ahp, kos",5,2022.231
95,"krusial, jasa, dekat application, mobile information, sedia jasa",1,2022.231
96,"bekal, apotek, kadaluarsa, farmasi, fifo",1,2022.231
97,"barang dagang, sedia barang, beli jual, dagang, information catat",5,2022.231
102,"matematika, gim edukasi, gim, gamifikasi, motivasi",5,2022.231
103,"rental, rental mobil, mobil, paket wisata, sewa mobil",4,2022.231
104,"user pakar, tahap desain, tahap tahap, bot telegram, gejala alami",1,2022.231
-1,"laundry, efisiensi, tingkat efisiensi, efektivitas, operasional",345,2023.154
0,"akademik, information akademik, rektor, student, situs web",85,2023.154
1,"alam main, gim, integral, catur, main",42,2023.154
2,"buah, padi, pisang, segar, tanam",25,2023.154
3,"destinasi, destination, destinasi wisata, tourism, wisata",17,2023.154
4,"ueq, success rate, treatment, efficiency, layout",71,2023.154
5,"sentimen, media sosial, instagram, pasir, analisis sentimen",31,2023.154
6,"duta, qrcode, inventaris, makmur, employee",4,2023.154
7,"perintah desa, aspirasi, desa, surat, administrasi",15,2023.154
8,"interview, lamar, rekrutmen, kompetensi, lamar kerja",17,2023.154
9,"postur, guna cpu, kotlin, ram, racing",5,2023.154
10,"otot, atlet, wearable, olahraga, angkat",26,2023.154
11,"ratarata, narasumber, hospital, prototype application, jatuh",9,2023.154
12,"yolo, kemudi, celaka, mobilenetv2, lelah",16,2023.154
13,"graf, representasi graf, build, skpl, evolusi",16,2023.154
14,"cerna, warna kulit, demam, pakar sakit, kulit",8,2023.154
15,"tracking, bintang, hand, versi, datar",7,2023.154
16,"face, wajah, face recognition, ppg, kenal wajah",12,2023.154
17,"belanja, pengaruh positif, svd, shopee, keranjang",14,2023.154
18,"kutip, bert, transformer, task, gpt",15,2023.154
19,"tracing, rekonstruksi, xai, path, rendering",10,2023.154
20,"masjid, halal, sertifikasi, perkara, agama islam",6,2023.154
21,"ikan, monitoring suhu, ruang simpan, suhu ruang, suhu",8,2023.154
22,"usability tingkat, online milik, milik website, tingkat service, website tampil",1,2023.154
23,"trainer, pandemi covid, pandemi, hybrid, hyperparameter baik",6,2023.154
24,"decision tree, empiris, tree, decision, kernel",23,2023.154
25,"laku umkm, ritel, alat berat, coffee, emas",19,2023.154
26,"saham, harga saham, gera harga, sar, prediksi harga",13,2023.154
27,"ospf, convergence, energi, tiphon, kirim paket",3,2023.154
28,"rentan, work, port, security, scripting",10,2023.154
29,"bantu sosial, terima bantu, lurah, miskin, calon terima",3,2023.154
30,"kelola uang, spp, uang, catat uang, pasu keluar",9,2023.154
31,"umkm, klasterisasi, cluster, algoritma fuzzy, cluster milik",1,2023.154
32,"gateway, multi, mikrotik, tiphon, hotspot",5,2023.154
33,"bahasa daerah, korea, ajar bahasa, module ajar, alam ajar",11,2023.154
34,"susu, segar, sapi, warna, ubah warna",1,2023.154
35,"kluster, cluster cluster, algoritma kmeans, cluster, klasterisasi",4,2023.154
36,"robot, selip, roda, pid, lokalisasi",8,2023.154
37,"basis rasional, rasional, logis, nosql, partitioning",3,2023.154
38,"station, smart home, rule, master, home",5,2023.154
39,"brand, loyalty, matahari, social media, bal",3,2023.154
40,"karbon, kualitas udara, jejak, emisi, udara",3,2023.154
41,"sha, jadwal kuliah, sampel, hash, riil",2,2023.154
42,"skema, aes, cipher, encryption, paralel",7,2023.154
43,"kesiap, visualisasi, sensor deteksi, kirim notifikasi, kece",1,2023.154
44,"tenun, wayang, rukun, wayang kulit, motif",6,2023.154
45,"suara, ucap, anomali, deteksi anomali, unsupervised",13,2023.154
46,"risiko, fitur mudah, bentuk file, tantang hadap, laravel php",1,2023.154
47,"driver, transportasi, bus, purwarupa, payment",3,2023.154
48,"butuh energi, gizi imbang, hidup sehat, pola makan, diet",1,2023.154
49,"segitiga, persegi, sensor nirkabel, wsn, module nrf24l01",4,2023.154
50,"swalayan, rantai pasok, sedia barang, rantai, nasabah",7,2023.154
51,"pustaka, koleksi, cari buku, sirkulasi, karya tulis",6,2023.154
52,"gempa bumi, gempa, bencana, bumi, tsunami",6,2023.154
53,"musik, genre, nada, sesuai preferensi, tangga",8,2023.154
54,"aws, mininet, skala, spark, core",8,2023.154
55,"mental, stres, depresi, sehat mental, cemas",12,2023.154
56,"sepeda motor, sepeda, trend moment, motor, kelola jual",2,2023.154
57,"ayam, telur ayam, arima, telur, wilayah yogyakarta",3,2023.154
58,"gizi, status gizi, balita, asi, status",3,2023.154
59,"ulas, film, amazon, model evaluasi, produk cantik",6,2023.154
60,"ekstraktif, media online, berita, klasifikasi dokumen, ringkas",3,2023.154
61,"sampah, limbah, daya air, laut, kota surabaya",9,2023.154
62,"emosi, ekspresi, hyperparameter, ekspresi wajah, depresi",16,2023.154
64,"sakit jantung, jantung, tekan darah, wavelet, jantung koroner",8,2023.154
65,"banjir, aws, milidetik, elm, akuisisi",3,2023.154
66,"emisi, listrik, tik, boros, energy",4,2023.154
67,"perangkat komunikasi, terima pesan, pesan, proxy, spam",2,2023.154
68,"sel darah, sel, darah, merah, ukur citra",2,2023.154
69,"coffee, kopi, takar, biji, shop",5,2023.154
70,"hukum, llm, layout, skema, accuracy precision",1,2023.154
71,"gereja, jemaat, kristen, magelang, mudah urus",7,2023.154
72,"milu, presiden, tps, voting, politik",10,2023.154
73,"pinjam, kredit, poin, model ajar, pengaruh latih",5,2023.154
74,"tenun, kain tenun, kain, shopee, jual kain",5,2023.154
75,"gaji, gaji karyawan, rancang information, kantor cabang, information manajemen",4,2023.154
76,"nginx, load balancing, balancing, connection, least connection",3,2023.154
77,"aco, dfs, sdn, plane, cari jalur",2,2023.154
78,"diabetes, accuracy precision, algoritma decision, derita diabetes, darah",4,2023.154
79,"gigi, segmentation, studies, current, antri",4,2023.154
81,"kanker, paru, xgboost, mutasi, vgg",6,2023.154
82,"landmark, isyarat, reduksi, bilstm, map50",5,2023.154
83,"xai, encoder, deep, deep learning, detak jantung",8,2023.154
84,"microservice, arsitektur microservice, circuit, backup, independen",8,2023.154
85,"bot telegram, pintu, telegram, bot, application telegram",1,2023.154
86,"antri, kategori excellent, telkom, excellent, puskesmas",3,2023.154
87,"hewan pelihara, hewan, titip, pelihara, care",1,2023.154
88,"agen, skema, rute, konvergensi, solusi baik",1,2023.154
90,"presensi pegawai, presensi, haversine, itn malang, formula",1,2023.154
91,"kursi, disabilitas, roda, lengan, sandang disabilitas",8,2023.154
92,"alergi, kandung nutrisi, pilih menu, resep, bahan makan",3,2023.154
93,"slot, parkir, deteksi kendara, internet things, things",1,2023.154
94,"kost, beli rumah, fungsi browser, property, beda butuh",2,2023.154
95,"nikah, booking, vendor, wedding, paket",3,2023.154
97,"jahit, milik toko, website toko, bisnis toko, lapor uang",1,2023.154
98,"sisip, mp3, pesan, signal, noise",1,2023.154
99,"baik uji, akurasi parameter, interaksi sosial, diagnosis, diagnosis pakar",1,2023.154
100,"harga emas, emas, perceptron, bunga, inflasi",2,2023.154
101,"dashboard, inteligensi, notaris, tim, head",1,2023.154
102,"geometri, bangun ruang, siswa sekolah, matematika, siswa materi",2,2023.154
103,"sewa mobil, sewa, transaksi sewa, information sewa, mobil",2,2023.154
104,"kucing, adopsi, hewan pelihara, anjing, pelihara",1,2023.154
105,"arsitektur, big, saing dunia, dukung application, bank",2,2023.154
-1,"proteksi, laravel, tingkat efisiensi, efisiensi, llm",264,2024.077
0,"sertifikasi, kompetensi, stem, terima siswa, kursus",47,2024.077
1,"fsm, alam main, musuh, finite state, kembang game",36,2024.077
2,"tanam obat, serang hama, hama, kelapa, fitur citra",15,2024.077
3,"medan, destinasi, pariwisata, formula, travel",15,2024.077
4,"design thinking, empathize, alam user, thinking, empathize define",42,2024.077
5,"bilstm, sentimen publik, social media, media sosial, sentimen",17,2024.077
6,"cacat, silhouette, rating technique, setia, jual langgan",2,2024.077
7,"arsip, kelola arsip, donasi, iur, surat",12,2024.077
8,"macro, indobert, kandidat, kriteria pilih, dropout",2,2024.077
9,"linear regression, multiple, kotlin, flutter, regression",5,2024.077
10,"model random, tarung, random forest, forest, xgboost",4,2024.077
11,"shift, kontrol akses, layan sehat, awat, rumah sakit",7,2024.077
12,"ban, compression, kemudi, adversarial, engineering",9,2024.077
13,"kode, graf, llm, konflik, kode sumber",14,2024.077
14,"hepatitis, enhanced, sakit kulit, kualitas hidup, adaboost",5,2024.077
15,"matahari, cemas, virtual reality, visualisasi, gestur",5,2024.077
16,"wajah, deteksi wajah, kondisi cahaya, mechanism, kenal wajah",10,2024.077
17,"lansia, iklan, model pralatih, laris, pralatih",6,2024.077
18,"translation, adam, optimizer, indonesian, bleu",11,2024.077
19,"anomali, bpm, model yolo, camera, identifikasi jenis",10,2024.077
20,"rag, muslim, retrieval, generator, fenomena",1,2024.077
21,"ikan, keruh, segar, pantau jarak, user pantau",6,2024.077
23,"wabah, pruning, model perangkat, resnet, milik sama",1,2024.077
24,"reduction, algorithms, datasets, random forest, forest",15,2024.077
25,"loyalitas langgan, vue, loyalitas, ldquo, rdquo",10,2024.077
26,"prophet, harga emas, saham, prediksi harga, emas",4,2024.077
28,"siber, penetration, ancam, celah, aman application",30,2024.077
29,"miskin, kriminalitas, kmeans kelompok, sekunder, terima bantu",5,2024.077
30,"kas, midtrans, catat transaksi, information akuntansi, usaha catat",8,2024.077
32,"downtime, mikrotik, delay jitter, tiphon, router mikrotik",4,2024.077
33,"motivasi ajar, mandarin, motivasi, fase, information event",2,2024.077
35,"graf, komunitas, kali, silhouette, kabupaten banyumas",5,2024.077
37,"oracle, rasional, transformasi, tuning, query",5,2024.077
39,"pahlawan, juang, merdeka, buat game, rakyat",1,2024.077
40,"kualitas udara, blockchain, udara, suhu lembap, user pantau",3,2024.077
42,"rsa, ekg, algoritma encryption, verification, size",4,2024.077
43,"tugas lapang, keruh, februari, mudah pantau, kmeans clustering",2,2024.077
44,"banyumas, budaya, kenal budaya, cultural, edukasi kenal",3,2024.077
45,"bicara, audio, augmentasi, palsu, spoofing",6,2024.077
46,"ict, priority, activity, kompleksitas, activities",2,2024.077
47,"emisi, terap design, moda, mitra, transportasi",3,2024.077
48,"obesitas, pola makan, kronis, klasifikasi tingkat, risiko",3,2024.077
50,"snack, double exponential, double, exponential, konveksi",4,2024.077
51,"arsip, istana, web information, dokumentasi, sahabat",1,2024.077
52,"bencana, gempa, rawan, lombok, gempa bumi",2,2024.077
53,"partitur, model pralatih, mungut, pralatih, prapemrosesan",1,2024.077
54,"folder, ddos, cache, ram, responsiveness",4,2024.077
55,"stres, pipeline, feature selection, xgboost, denyut jantung",3,2024.077
56,"honda, trend moment, putus analytical, process ahp, analytical hierarchy",2,2024.077
57,"telur, pola jual, masalah terap, faktor eksternal, des",1,2024.077
58,"ukur berat, mediapipe, model regresi, estimasi, badan",3,2024.077
60,"klaim, false, content, connection, information tingkat",1,2024.077
61,"ulang, sampah, antarmuka mudah, terap design, solusi inovatif",1,2024.077
62,"emosi, track, kenal emosi, multilabel, transformer",6,2024.077
63,"perangkat elektronik, relay, manfaat internet, ancang buat, literature",1,2024.077
64,"ppg, jendela, sensitivity, threshold, sinyal",2,2024.077
65,"emisi, karbon, algoritma machine, evaluasi performa, curah hujan",2,2024.077
68,"blood, sel darah, cell, sel, map50",2,2024.077
69,"cafe, jual periode, algoritma apriori, apriori, salah catat",2,2024.077
70,"rag, knowledge graph, telusur, llm, graph",1,2024.077
71,"analytics, tanjung, umat, giat administrasi, jemaat",3,2024.077
74,"jahit, custom, urban, gaji, emarketplace",2,2024.077
75,"kas, input output, kelola transaksi, bantul, barang information",2,2024.077
76,"graphql, greedy, load balancer, balancer, rest api",3,2024.077
78,"diabetes, xai, paham user, prevalensi, risiko",4,2024.077
79,"missing, segmentation, identify, determine, manually",3,2024.077
81,"kanker, ann, xgboost, kelas positif, citra asli",3,2024.077
82,"sign, gim, segmentation, communication, large language",5,2024.077
83,"quantum, klasik, fourier, eksperimen dataset, augmentasi",9,2024.077
84,"deployment, microservice, arsitektur microservice, traditional, methods",6,2024.077
86,"asuransi, antre, posyandu, balita, mudah operasi",4,2024.077
87,"pet, produk service, hewan pelihara, web dukung, langgan mes",1,2024.077
88,"produk tani, laravel mysql, distribusi, produk produk, jalan usaha",1,2024.077
89,"qrcode, konsumen mesan, kelola application, restoran, rumah makan",3,2024.077
90,"geofencing, notifikasi, lambat kirim, segitiga, akurat efisien",1,2024.077
92,"bahaya, macro, bert, guna model, entitas",1,2024.077
93,"parkir, slot, information realtime, respons, ultrasonik",2,2024.077
94,"kos, information rumah, sesuai kriteria, huni, kerja butuh",1,2024.077
95,"ner, event, entitas, koreksi, tingkat tepat",1,2024.077
97,"folder, sandal, grosir, lapor kerja, transaksi lapor",3,2024.077
100,"inflasi, dominan, kurs, investasi, bunga",3,2024.077
103,"rental, sewa, motor, paham butuh, mudah sedia",2,2024.077
105,"merespon, strategis, architecture, tool, metoda",1,2024.077
