Topic,Count,Name,Representation,Representative_Docs
84,39,84_microservice_arsitektur microservice_kubernetes_scaling,"['microservice', 'arsitektur microservice', 'kubernetes', 'scaling', 'deployment', 'skalabilitas', 'arsitektur', 'autoscaling', 'circuit', 'request']","['kembang teknologi bangun application aneka ragam application web banyak teknologi bangun application jadi developer leluasa tentu teknologi teknologi tentu application bangun unggul banding application lai tradisional application web monolitik application monolitik timbul microservice merupukan arsitekur lirik developer bangun application lemah application monolitik solusi alamat microservice bangun application implementasi arsitektur microservce bangun application web website portal pondok pesantren almunawwir service-service application pisah fungsionalitas restful api komunikasi frontend endpoint application portal akademik pondok pesantren almunawwir implementasi arsitektur microservice restful api application milik service jadwal giat santri jadwal jurnal', 'teknologi application kemas kembang iring tingkat minat arsitektur microservice kembang application distribusi tren kelola orkestrasi application kemas application operasi aspek kelola application kemas scaling scaling otomasi teknologi orkestrasi application kubernetes sisi kembang application service level objective slo penuh kembang metrik average response time level operasional autoscaling alternatif solusi penuh slo average response time autoscaler prediksi response time parameter scaling application microservice lingkung kubernetes fungsi prediksi milik fitur-fitur metrik kerja level microservice node prediksi response time hitung replika application penuh slo hasil autoscaler layan request mean absolute error response time slo hpa target guna cpu autoscaler layan request hpa target guna cpu autoscaler makan sumber daya node hpa target guna cpu scale', 'iring tingkat kompleksitas application application microservice fleksibilitas ekstensibilitasnya banding application monolithic sisi arsitektur microservice muncul butuh pattern circuit breaker lindung panggil remote gagal implementasi circuit breaker batas tangan gagal service kait akibat panggil remote gagal timbul operasi guna pattern saga orkestrasi panggil tambah kompensasi panggil cascading circuit breaker sebar information gagal service service kait kontainer sidecar jalan server grpc wrapping panggil api rest sebar information gagal manfaat hubung kait service panggil header request skema application pattern saga orkestrator hasil sebar information gagal service akibat panggil endpoint gagal batal tahap guna tambah overhead guna cpu sifat linier memori sifat konstan iring tambah request application relatif persentase sifat konstan cpu memori guna milik overhead response http 2ms terkadang persentil spike overhead 1ms']"
85,39,85_pintu_aman rumah_door_solenoid,"['pintu', 'aman rumah', 'door', 'solenoid', 'curi', 'meter', 'aman', 'security', 'meter meter', 'rumah']","['sulit buka kunci pintu temu kunci konvensional kunci pintu kunci fisik mudah hilang rusak pakai milik gagas alat kontrol pintu aman praktis iot manfaat application telegram user kirim pesan bot telegram perintah operasi pintu microcontroller nodemcu koneksi terima pesan terus relay hubung solenoid nodemcu kirim pesan notifikasi bot telegram sesuai perintah terima operasi pintu kontrol cek koneksi alat hubung internet wifi buka tutup pintu kirim perintah pesan open close bot telegram alat hasil hubung wifi hasil solenoid buka buzzer bunyi servo gerak buka pintu server megirim pesan pintu buka bot telegram coba koneksi internet terkadang delay tampil application telegram', 'aktivitas hari luar rumah kota jam rumah kosong tinggal pergi hun musim libur rumah kosong sasar empuk curi rumah aman pada aman pintu rumah web nodemcu esp8266 web server dikembangkang network wireless ancang alat aman rumah kontrol manfaat network wireles alat milik uni beda solenoid door lock milik mode kunci milik perinsip normally close alat sifat auto lock limit switch milik mode normally close normally open buat mode normally close perangkat keras nodemcu esp8266 web server kontrol alat output input solenoid door lock output limit switch input tekniknis tampil web client solenoid door lock gerak buka kunci pintu kombinasi password kombinasi password solenoid door lock buka kunci pintu limit switch information status kondisi pintu pintu buka kondisi pintu buka pintu tutup kondisi pintu tutup information tampil web client limit switch pengaruh solenoid door lock buka kunci pintu aman pintu rumah web nodemcu esp8266 input limit switch information pintu buka tutup output solenoide door lock mekanik buka kunci pintu sesuai ancang kurang lemah information pintu buka tutup user refresh halaman web browser information kondisi pintu ubah lemah tombol password belumhandal eksekusi urut tombol', 'dilatarbelakangi aman tingkat rumah tinggal nyaman mana tinggal rumah idam tindak kriminalitas curi rumah laku tangkap aspek aman rumah perhati hindar aksi jahat curi ampo kerapkali aman rumah menggunkaan media internet online akses menggunkaan smartphone internet things concept implementasi tingkat aman rumah smart security dukung sensor magnetic switch pir passive infrared receiver component motor servo selenoid door lock component motor servo solenoid door lock tutup pintu otomatis sensor magnetic switch deteksi pintu jendela kondisi tutup buka pir sensor deteksi gera dalam rumah pintu jendela buka kirim push notification application android user alarm bunyi broadcast message smart security bekal fitur broadcast message fitur information rumah pintu jendela buka tetangga terap internet things concept smart security application smart security android memonitoring kondisi rumah jarak tingkat aman rumah koneksi module wifi esp8266 butuh detik transceiver receiver butuh detik motor servo tutup pintu detik solenoid door lock kunci pintu detik pintu tutup alarm bunyi menit']"
86,38,86_posyandu_asuransi_expert_puskesmas,"['posyandu', 'asuransi', 'expert', 'puskesmas', 'antri', 'hitung kendara', 'arsip', 'bidang layan', 'teknologi information', 'kembang teknologi']","['teknologi information era revolusi industri dampak luas sektor bidang layan sehat masyarakat posyandu pos layan padu titik sentral layan sehat dasar tingkat masyarakat butuh information integrasi dukung giat operasional catat balita catat balita timbang imunisasi periksa sehat manual media kertas catat information sebab salah catat hilang lambat lapor atas masalah information posyandu pantau sehat balita web kader tugas posyandu kelola balita laravel kerangka kembang application web tugas kelola logika backend frontend mysql manajemen basis fitur utama cakup catat balita catat giat timbang imunisasi cari lapor giat posyandu terap kelola hak akses user sesuai peran admin tugas jaga aman lancar kelola information layan catat posyandu struktur dukung kualitas service sehat masyarakat lanjut', 'maju teknologi information tingkat akses internet mudah akses information dasar hidup hari hadap fenomena puskesmas prembun fasilitas layan sehat sedia service masyarakat service antri puskesmas prembun kait manajemen register antri pasien rawat jalan terkadang pasien lebih nomor antri sedia register antri puskesmas pasien ambil nomor antri tunggu gilir sesuai urut datang seringkali sebab tumpu pasien tunggu layan sehat atas masalah puskesmas prembun usul solusi implementasi register antri pasien rawat jalan web metodologi observasi wawancara library kembang waterfall cakup langkah analisis desain implementasi pelihara rurut terap model antri fifo first first layan sesuai urut datang pasien fitur cakup login daftar antri jadwal dokter cek antri list antri riwayat antri pasien sisi admin kelola antri pasien pol dokter rekap jadwal praktek pegawai website register antri online pasien rawat jalan puskesmas prembun laravel versi database mysql bahasa pemrograman php teknologi whatsapp api sarana notifikasi pasien pesan teks adan antri online pasien puskesmas daftar puskesmas', 'kembang teknologi information dorong inovasi service publik sektor rumah masyarakat hasil masalah rumah layak huni batas akses bantu tuntut transparan struktur mudah akses butuh balai laksana sedia rumah kawasan mukim jawa iii kembang sinoman information antre omah transparan website dukung kelola antre distribusi bantu rumah efisien ancang balai laksana sedia rumah kawasan mukim jawa iii ancang terap design thinking tahap empathize define ideate prototype tahap rancang antarmuka user alam user website sinoman fokus cipta tampil sederhana interaktif mudah paham ancang analisis butuh user buat wireframe prototipe desain alur guna sesuai butuh rancang website sinoman tampil halaman login halaman lupa sandi dashboard admin perintah lurah camat dukuh form antre bantu halaman information masyarakat desain hasil sifat interaktif responsif mudah masyarakat ecek antre real time mudah kelola verifikasi pantau admin perintah lurah camat dukuh kelola bantu rumah milik akses batas dashboard peran hubung warga wenang verifikasi terima bantu implementasi rancang tingkat efisiensi admin perintah lurah camat dukuh kelola bantu rumah kuat transparansi service masyarakat giat alam terap ancang information publik website']"
87,38,87_anjing_hewan pelihara_hewan_pelihara,"['anjing', 'hewan pelihara', 'hewan', 'pelihara', 'pet', 'cinta', 'klinik', 'care', 'jemput', 'sehat hewan']","['anjing hewan pelihara suka dunia mana indonesia anjing mati masyarakat jadi hewan pelihara anjing hewan pelihara golong mahal biaya awat anjing mudah serang sakit awat awas pemeliharaanya batas klinik dokter hewan masyarakat bawa hewan peliharannya dokter sakit butuh milik anjing deteksi sakit alami anjing peliharaanya gejala alami anjing penangganan laku cepat selesai butuh pakar diagnosis sakit anjing klasifikasi algoritme k-nearest neighbor knn implementasi bahasa pemrograman java latih sakit gejala sama akurasi sampel uji akurasi', 'anjing hewan jumpa hewan pelihara interaksi manusia anjing milik manfaat sehat turun stres milik milik gaya hidup aktif sehat hewan pelihara perhati anjing resiko serang sakit milik dampak tular hewan pelihara manusia kondisi sulit milik sadar anjing sehat jam batas klinik hewan tangan pasien jam milik anjing tangan tangan muncul diagnosis sakit anjing manfaat promethee milik anjing deteksi sakit anjing tangan bahasa pemrograman java sakit gejala akurasi rata akurasi maksimal', 'pelihara hewan pelihara hobi hewan pelihara anjing kucing teman main hibur pulang aktivitas rawat sehat hewan pelihara kala beri vaksinasi medical checkup surgery hewan hewan pelihara hindar sakit sifat zoonotic milik bawa hewan pelihara dokter hewan sakit sulit cari dokter hewan tangan hewan pelihara milik hewan pelihara milik giat titip hewan pelihara butuh milik milik sibuk harus milik hewan pelihara masalah application pet care android nama inuneko care inuneko care application fitur housecall mes jasa dokter hewan rumah milik layan sehat hewan pelihara application milik fitur titip tampil titip hewan pelihara dekat titip hewan pelihara milik awat application inuneko care blackbox milik handal fitur-fitur sedia application application kuisioner ueq-s excellent application hasil mudah milik masalah']"
88,38,88_rute_mtsp_salesman_distribusi,"['rute', 'mtsp', 'salesman', 'distribusi', 'problem', 'distribusi barang', 'salesman problem', 'travelling salesman', 'travelling', 'kirim barang']","['antusias tumpang jasa travel banyak perusahaan- usaha travel mudah jumpa kota kota malang daerah duduk padat asal kota banyak jasa travel kota malang rute optimal pecah pengaruh biaya operasional kendara optimasi rute optimal mobil travel kantor travel alamat jemput tumpang masalah dalam masalah multi travelling salesman problem m-tsp algoritme selesai masalah m-tsp algoritme genetika masalah representasi permutasi reproduksi crossover one cut point crossover mutasi exchange mutation seleksi elitism selection uji coba lokasi parameter optimal populasi ukur populasi mobil travel generasi parameter rata fitness besar', 'salur distribusi aspek usaha pasar produk jalur distribusi optimal untung tekan biaya distribusi masalah inti distribusi wilayah pasar produk luas produsen keluar biaya transportasi distribusi produk distribusi barang tahap mudah distribusi barang produsen konsumen bangun distributor dekat wilayah pasar konsumen algoritma genetika distribusi barang tahap mengoptimasi rute distribusi barang biaya distribusi minimum optimasi rute distribusi one cut point crossover mutasi exchange mutation seleksi elitism selection pabrik distributor agen representasi representasi permutasi solusi optimal ukur populasi kombinasi crossover rate mutation rate generasi mutasi segmen campur rata fitness tinggi', 'distribusi strategi usaha tingkat produktivitas usaha strategi distribusi bisnis air minum kemas distributor air minum kemas milik jenis merk barang variasi bentuk kemas beda kirim timbul distribusi alamat jarak beda butuh milik distribusi barang sales masalah multiple travelling salesman problem m-tsp selesai m-tsp algoritme genetika tentu rute jarak pendek kunjung sales algoritme genetika representasi permutasi kromosom sesuai pesan langgan pesan sales gen representasi nomor langgan pesan kunjung sales urut rute hasil terap algoritme genetika terap distributor selisih total jarak selisih fitness parameter optimal ukur populasi generasi kombinasi crossover rate mutation rate']"
89,37,89_restoran_rumah makan_mesan makan_menu,"['restoran', 'rumah makan', 'mesan makan', 'menu', 'makan', 'makan minum', 'minum', 'kasir', 'mesan', 'meja']","['mesan restoran order manual layan hampir meja unjung menu layan catat menu makan minum pes unjung serah catat pesan dapur proses mesan layan menu makan biar unjung tulis pesan kertas restoran order manual butuh tenaga operasi android peran smartphone operasi android client unjung mes menu makan smartphone hubung restoran tingkat layan restoran satu rancang apilkasi restoran tangan service mesan makan minum application mobile restoran stanley restoran hasil mudah admin information pesan dukung kuesioner tuju mesan tuju admin kelola internal kuesioner tuju responden', 'hani restoran sedia service makan nikmat makan butuh primer alau butuh sehunder cinta wisata hliner restoran terap konsep unik restoran tarik minat beli tingkat mampu saing bisnis mesan waitress temu langgan menu tulis kirim dapur sangor makan wakts restoran ramai teknologi network intruner http network mecakup area hax bing cukup area lokal teknologi tersbut dihkung interface website teknologi dukung berkembangma mesan restoran buat efisien application buat rancang hangun application mobile mesan mera makan menganalam network intranet http yans mergunakan application notepad norepad text editor jalan operating windows penggian mesan dapa kategori men pilih menu delete pesan das exit berjaan bank browser monila fieejar das google chrome cuat opera mini mengokate senser pengolim kasir print struk pesan pol jalan hak pasa brcatser jang liput mona firele google chrome opens mou pengajiems pa u undont compilan lipan portruiz landscape paid witan laver dapor jalan buon sengon pelation presentan penggu application aji pihat jure model anvikan matchant annet hani restoran doa sedia layar makan mduan balk butuh primer butuh sekunder cinta wisata kuliner restoran terap konsep unik restoran tarik minat beli tingkat mampu saing bisnis mesan waitress temu langgan menu tulis kirim dapur makan restoran ramai teknologi network intranet http network mecakup area luas cakup area lokal teknologi tersbut dukung interface website teknologi dukung kembang mesan restoran buat efisien application buat rancang bangun application mobile mesan menu makan mengunakan network intranet http application notepad notepad text editor jalan operating windows mesan kategori mem carl pilih menu delete pesan exir jalan browser mozilla firefox google chrome kecuali opera mini akses server tel kasir print struk pesan jalan pads browser mozilla firefox google chrome opera mini penguitas andoid tampil portrar landscape ukur layer 480x854 480x jalan nilai presentase gun seriu rends application dinjikan kait application bentuk mudah mesan tingkat cerdas dimilmens makan', 'information bidang industri application mesan makan minum web strategi restoran mesan makan minum mesan restoran manual restoran lokasi kota solo klaten jogyakarta kerja manual layan restoran web manual mesan makan minum langgan putus beli menu makan minum pes pilih meja langgan langgan beli tunggu datang layan catat pesan ambil daftar pesan tulis mesan langgan akibat tumpuk nota order cari meja saat ramai langgan application mesan makan minum web browser restoran application butuh network wlan wireless local area network langgan wifi sedia buka web browser halaman application buat application bahasa pemrograman php html basis mysql implementasi application layan mudah mesan makan meja wifi application konsumen total bayar menu tagih pilih meja']"
90,36,90_gps_koordinat_spbu_positioning,"['gps', 'koordinat', 'spbu', 'positioning', 'lbs', 'lokasi', 'posisi', 'location', 'posisi user', 'global positioning']","['lokasi perangkat user gedung butuh service lokasi application gps global positioning gps milik kelebihann meta muka bumi service meta gps milik lemah milik akurasi ruang gedung adan application mobile estimasi posisi color radiomap interpolation user cari posisi ruang akurasi application mobile estimasi posisi color radiomap interpolation tampil posisi user denah warna representasi receive signal strength indicator rssi asal scanning wifi gedung ancang model uml unified modelling language buat application ide eclipse adt andoid development tool bahasa pemrograman java application operasi android versi minimum android versi gingerbread application fungsional akurasi akurasi estimasi gedung akurasi detail posisi fungsional implementasi application mobile estimasi posisi color radiomap interpolation penuh butuh tahap analisis butuh penggujian akurasi akurasi estimasi gedung presentasi akurasi detail posisi presentase application mobile estimasi posisi color radiomap interpolation milik tingkat akurasi meta ruang', 'terap location service lokasi objek wisata pulau bawean client server abstrak android operasi smartphone kembang pesat guna teknologi information kembang gagas application android information wisata pulau bawean teknologi lbs location service teknologi service lokasi manfaat fitur global positioning gps telepon selular service lokasi user mudah lokasi objek wisata pulau bawean client-server application client-server web server application server sedia information android application client akses data lbs location service application posisi user rute objek wisata sedia application user application mudah information lokasi wisata pulau bawean service lbs implementasi application android terap fitur service lbs application client-server tampil information lokasi wisata web server peran application server fungsional web browser browser beda fungsi hasil fungsional android fungsional android hasil operasi user android responden rata kerja application', 'sarana fasilitas sarana prasarana sedia perintah penting masyarakan laksana giat hari dukung lancar aktivitas masyarakat kategori sarana sarana sehat dalam rumah sakit puskesmas location service lbs lavanan herbasis lokasi lbs location base services service information tunjuk koordinat lokasi koordinat lokasi user koordinat lokasi mudah user cari lokasi bantu navigasi cari rute buah kembang teknologi information cipta kembang kembang satu smartphone marak kalang masyarakat hari smartphone operasi android kenal operasi buka bebas kembang mudah kembang application kembang application android kembang application berhasix lokasi android cari sarana mudah user cari sarana dekat lokasi user umuk wisatawan lokal daerah kota blitar hasil fungsional application tunjuk lokasi sarana kota blitar memliki karakteristik karakteristik fungsional admin halaman dashboard halaman input halaman list halaman hapus hasil fungsional client tampil splash screen halaman maps posisi user halaman menu halaman maps lokasi sarana halaman list lokasi hukum detail rute hasil operasi android jelly bean android kitkat android tallipop hasil']"
91,35,91_disabilitas_kursi_gera kepala_sandang disabilitas,"['disabilitas', 'kursi', 'gera kepala', 'sandang disabilitas', 'roda', 'sandang', 'gera', 'kiri', 'kanan', 'benang']","['sandang disabilitas normal batas jenis disabilitas sandang disabilitas fisik disabilitas butuh bantu alat bantu sandang disabilitas contoh kursi roda kursi roda mudah mobilitas sandang disabilitas muncul sandang disabilitas dar cacat kaki cacat tangan kursi roda susah butuh bantu masalah atas remote joystick kontrol kursi roda sandang disabilitas fisik sandang disabilitas fisik ganda deteksi gera kepala citra digital kamera facial landmark arduino nano implementasi output dual motor l293d jarak beda objek wajah gera kepala tingkat rata akurasi gera jarak subjek gera dongak malam jarak siang jarak rata akurasi subjek pengaruh jarak', 'disabilitas fisik ganggu tubuh batas fungsi anggota tubuh manusia ganggu mampu motorik disabilitas fisik bagi cacat kaki cacat tangan cacat kaki tangan cacat anggota tubuh sulit kendali mandiri kontrol kursi roda elektronik pilih menu monitor butuh sandang disabilitas fisik kaki tangan mudah kontrol alat deteksi gera kepala analisis bounding box sandang disabilitas fisik kamera logitech c310 kamera letak lurus kepala user kamera tangkap gera kepala user capture kirim raspberry proses image processing deteksi warna kulit gera kepala langkah selanjutanya klasifikasi gera kepala user klasifikasi analisis hitung piksel representasi objek kuadran bounding box bounding box kuadran keluar hasil kontrol led akurasi deteksi warna kulit bagus deteksi warna kulit wajah jarak 75cm 100cm 125cm pagi siang jarak 50cm 75cm malam akurasi deteksi gera kepala jarak bagus jarak pagi siang malam presentase rata komputasi gera kanan kiri 64ms tegak 72ms tunduk akurasi integrasi hardware led', 'disabilitas asal serap bahasa inggris cacat ketidakmampuan sandang disabilitas satu sandang disabilitas fisik kontrol alat sandang disabilitas fisik tangan kaki dampak susah mobilisasi bantu piranti contoh kontrol kursi roda manual butuh tangan user jalan kendali arah kursi roda masalah muncul sandang disabilitas cacat kaki tangan jalan kursi roda mandiri susah pasti butuh masa selesai kendali kontrol kamera ganti joystick remote kontrol alat deteksi posisi gera kepala citra kamera facial landmark deteksi raspberry implementasi output motor servo uji subjek jarak beda posisi objek wajah baik deteksi posisi gera kepala pagi siang presentase gera kepala baik lurus serong kanan serong kiri miring kiri akurasi gera miring kanan presentase komputasi jarak subjek depan kamera subjek kamera komputasi subjek komputasinya akurasi integrasi hardware output klasifikasi gera asli akurasi akurasi deteksi gera kepala posisi']"
92,35,92_fitur warna_fitur tekstur_tekstur_jajan,"['fitur warna', 'fitur tekstur', 'tekstur', 'jajan', 'color', 'hsv', 'ekstraksi fitur', 'warna', 'makan', 'jenis makan']","['jajan pasar makan tradisional indonesia jumpa pasar ratus jajan pasar sebar daerah indonesia jajan khas daerah eksistensi banyak pilih jajan mirip jajan pasar pengaruh masyarakat nali nama nama jenis jajan pasar nali jenis jajan pasar citra digital jenis jajan jenis total jenis jajan citra aspek ciri nali jajan pasar ciri warna ciri tekstur jajan pasar ciri warna hue saturation value hsv fitur statistik mean standar deviasi skewness ciri tekstur full neighbor local binary pattern fnlbp fitur statistik mean standar deviasi skewness energi smoothness klasifikasi k-nearest neighbor knn tinggi guna kombinasi gabung fitur warna fitur tekstur akurasi presisi recall fitur warna hsv akurasi fitur tekstur baik kombinasi fitur tekstur mean skewness energi akurasi bukti mirip kelas jajan pasar nali kombinasi fitur warna tekstur', 'kenal citra makan populer makan kenal jajan pasar banyak jenis jajan pasar variasi masyarakat sulit identifikasi jenis jajan pasar sulit pengaruh mirip warna tekstur bentuk jenis jajan batas visual manusia lelah ganggu lihat masalah identifikasi objek jenis makan konsumsi kenal citra digital jajan pasar nali objek butuh ekstraksi fitur citra klasifikasi ekstraksi fitur momen warna hsv ciri tekstur glcm kombinasi sudut jarak primer citra jajan pasar citra kelas ambil kamera smartphone k-fold cross validation fitur momen warna hsv dapat akurasi tinggi fitur tekstur glcm dapat akurasi tinggi sudut jarak gabung fitur momen warna hsv fitur tekstur glcm akurasi banding fitur warna fitur tekstur akurasi tinggi fitur gabung ruang warna hsv ciri tekstur glcm kenal citra jajan pasar', 'makan bahan pokok makhluk hidup makan milik kualitas sehat sebab sakit alergi hindar teknologi kembang manfaat klasifikasi jenis makan klasifikasi jenis makan citra digital citra digital analis fitur citra fitur klasifikasi jenis citra makan fitur warna tekstur ekstraksi fitur warna ruang warna hue saturation value hsv fitur tekstur local binary patterns lbp klasifikasi improved k-nearest neighbor improved knn akurasi tinggi fitur fitur warna akurasi tinggi fitur fitur tekstur akurasi tinggi klasifikasi improved knn akurasi knn rata akurasi klasifikasi baik guna kombinasi fitur warna tekstur klasifikasi improved knn']"
93,34,93_parkir_slot_area parkir_parkir kendara,"['parkir', 'slot', 'area parkir', 'parkir kendara', 'kosong', 'kendara', 'reservasi', 'lahan', 'nfc', 'gedung']","['cari parkir makan energi buang sia jelajah area parkir luas cari kosong sebab boros energi bahan bakar mobil polusi udara survei baru jam sibuk kota lintas hasil mobil cari ruang parkir butuh total lintas atas masalah module slot parkir otomatis integrasi mesan mudah masyarakat temu parkir pusat distribusi mall mesan user pilih slot kosong module slot parkir buka tutup palang pintu sensing slot parkir module integrasi mesan information mesan slot multihop network nirkabel eksekusi serta kirim module parkir module integrasi mesan parkir otomatis mesan module slot parkir', 'lahan parkir gedung tingkat jarang sulit user parkir temu lokasi parkir kosong sebab user parkir jebak lokasi parkir putar kendara cari lokasi parkir parkir palang pintu information sedia slot parkir parkir inovasi manfaat teknologi information manfaat teknologi information buat tampil information sedia slot parkir user parkir rancang prototype information sedia parkir database mysql push button input nodemcu devkit microcontroller pemroses thermal printer information sedia parkir tampil proyek memberitahukan user kendara sedia slot parkir user putus gedung parkir cari gedung parkir capai prototype parking lot otomatis information sedia slot parkir tampil karcis parkir information tampil karcis parkir terang slot parkir kosong tempat kemudi', 'parkir henti tinggal kendara kendara ruang butuh masyarakat parkir tingkat sebab banyak masyarakat mobil pribadi jalan aktivitas kecuali pergi tempat gedung tingkat batas information sedia lahan parkir sebab unjung sulit tentu lokasi parkir kendara pesat maju ilmu tahu teknologi komunikasi bidang internet things ringan kerja manusia monitoring kontroling parkir otomatis gedung tingkat deteksi kendara lantai kirim database tampil website monitoring kontroling parkir tingkat arduino kerja tugas parkir monitor parkir guna unjung calon unjung tentu lokasi parkir kendara pribadi milik kerja tentu lokasi parkir kosong otomatis hitung kendara lantai kurang kapasitas parkir lantai sensor ultrasonik proses arduino uno kim module esp8266 batu kelola kelola dapat parkir']"
94,34,94_rumah layak_layak huni_huni_properti,"['rumah layak', 'layak huni', 'huni', 'properti', 'rumah', 'kos', 'beli rumah', 'calon beli', 'bangun rumah', 'rumah butuh']","['rumah butuh primer penuh tinggal rumah penuh standar sehat cipta aman nyaman nyata rumah penuh standar upaya perintah atas masalah ada bantu rehabilitasi sosial rumah layak huni rs-rtlh masalah beri bantu rumah layak huni manual seringkali akibat putus hasil objektif terima sasar polemik masyarakat nilai timbang kriteria sub-kriteria tentu rumah layak bantu atas masalah perangkat lunak tentu terima batu rumah layak huni fuzzy analytic hierarchy process fahp topsis fuzzy ahp bobot kriteria topsis perankingan calon terima bantu rumah layak huni tingkat akurasi ubah ubah matriks banding pasang akurasi baik kriteria', 'rumah butuh primer manusia tinggal dalam huni rumah jadi rumah teduh istirahat sarana bina keluarga maju bidang properti developer tawar pilih harga lokasi tipe fasilitas luas tanah calon beli rumah selektif pilih rumah beli sesuai kriteria butuh calon beli dukung putus didefenisikan pecah tangan dukung putus ganti peran ambil putus dukung ambil putus dukung putus technique order preference similarity ideal solustion topsis topsis prinsip alternatif pilih jarak dekat solusi ideal positif jauh solusi ideal negatif sudut pandang geometris jarak euclidean tentu dekat relatif alternatif solusi optimal application dukung putus tentu pilih rumah kota selong lombok timur topsis total preferensi peringkat information alternatif', 'butuh rumah signifikan iring laju tumbuh duduk tinggal rumah butuh dasar manusia rencana bangun jangka tengah nasional rpjmn perintah target rumah layak huni capai perintah jalan bangun rumah bangun rumah susun bangun masyarakat dampak bencana tangan rumah layak huni masyarakart dapat solusi tangan solusi bangun dukung putus spk web bahasa pemrograman php laravel database mysql spk analytical hierarchy process ahp ahp pecah ambil putus lingkup multikriteria tetap bobot prioritas atur kriteria subkriteria struktur hierarki bangun solusi peringkat camat daerah istimewa yogyakarta perintah laksana program penuh upaya masyarakat tentu mukim layak kembang tentu lokasi bangun mukim layak']"
95,34,95_nikah_organizer_wedding_event,"['nikah', 'organizer', 'wedding', 'event', 'acara', 'event organizer', 'vendor', 'selenggara', 'jasa', 'information event']","['maju kembang teknologi web jadi saing dalam dunia bisnis tingkat dunia bisnis usaha gerak bidang layan wedding organizer sido rabi wedding organizer bantu teknologi information web usaha butuh layan konsumen cepat sampai information cepat komunikasi real time mesan tanggal paket jasa nikah via telepon manual calon pengantin malas pergi lihat butuh pesta nikah banding jasa produk vendor nikah kembang application sido rabi wedding organizer web bahasa pemrogaman php html javascript manfaat laravel back end bahasa pemograman html5 css buat front end simpan database mysql analisa ancang survei wawancara staf admin staf admin media social milik sido rabi wedding organizer library buku jurnal kait analisa ancang object oriented hasil application website hubung admin klien online kembang waterfall tahap analisis butuh butuh fungsional butuh non-fungsional fungsionalitas application strategi unit integrasi validasi valid butuh non-fungsional application compatibility critical issues browser beda', 'kembang pesat dunia komunikasi indonesia tanda banyak iklan promosi media internet media internet media anggap masyarakat biaya relatif murah media internet anggap efesien sampai berita information wedding organizer catat kontrol konsumen kontrol catat aktivitas register konsumen buat agenda rundown bayar lapor uang wedding organizer wedding organizer kerja calon mempelai atur acara wedding nikah wedding organizer tim milik ketua tanggung atur acara nikah wedding organizer perlu acara nikah wedding organizer mempelai atur dana sewa resepsi nikah catering siap tangan buat agenda rundown siap acara pilih vendor catat event catat bayar buat lapor dapat keluar buat application wedding organizer web mudah akses information sedia koneksi internet application wedding organizer bantu koordinasi konsumen kontrol kembang siap acara wedding konsumen bantu progres siap acara weddingnya catat konsumen efesien hubung koneksi internet', 'event organizer kelola giat organisir acara giat selenggara untung belah selenggara hadir giat untung sifat material sifat non-material acara organisir event organizer wedding event wedding event acara pemikahan pasang meni libat keluarga pelaksanaanya rencana wedding event libat dalarn event organizer client rutin temu bahas acara wedding laksana dukung jala acara jarang ubah data client ubah client dampak acara wedding sesuai minta client event organizer milik wedding event client acara laksana event organizer sulit atur jala acara sesuai jadwal acara atur tempat duduk tamu undang buat event organizer buat event organizer catat butuh client atur jala acara atur tempat duduk tamu undang uji coba event organizer atur wedding event client tamu undang acara wedding event puas acara jalan lancar tamu atur cepat']"
