Topic,Count,Name,Representation,Representative_Docs
119,33,119_sejarah_budaya_cerita_ajar sejarah,"['sejarah', 'budaya', 'cerita', 'ajar sejarah', 'wayang', 'silat', 'cerita rakyat', 'budaya indonesia', 'bangsa', 'sejarah budaya']","['perang barayuda kisah india akulturasi budaya wayang tanah jawa iring kembang pesat globalisasi budaya mudah pengaruh masyarakat indonesia generasi muda cenderung lupa budaya alih budaya sebab kaya budaya milik indonesia pudar teknologi kembang pesat manfaat kenal budaya kenal tokoh cerita wayang satu game genre game popular asah otak turn strategy banyak game turn strategy angkat tema fantasi khayal sisip sisi edukasi edukasi budaya indonesia buat kembang gameturn strategy tema budaya masyarakat kenal tarik budaya indonesia application game turn strategy tbs war baratayuda game cerita penggal kisah perang baratayuda kenal tokoh bima duryudana kait perang game cerdas buat algoritma gera enemy application game maker pemrograman orientasi objek alpha beta game jadi media kenal budaya generasi muda tambah tahu tari budaya masyarakat generasi muda', 'sejarah bangsa indonesia lawan jajah muncul tokoh teuku umar tokoh pahlawan nasional asal aceh kenal gigih semangat juang pimpin perang gerilya aceh siasat perang teuku umar sosok panutan rakyat aceh lupa perjuanganya rakyat aceh lawan jajah belanda sejarah teuku umar kandung nilai pahlawan semangat nasionalisme jadi teladan generasi muda sejarah teuku umar ajar lupa kuesioner ajar sekolah tegah ajar sejarah teuku umar batas daerah nama perang tahu ajar lepas kurang information sejarah tokoh media ajar sejarah buku baca ajar sulit ajar sejarah ajar tarik dasar permasalahn game information sejarah juang teuku umar game sejarah teuku umar lawan jajah game jenis adventure game main tualang dasar cerita game analisis orientasi objek algoritma cerdas buat musuh storyline game alur cerita sejarah teuku umar perangkat lunak penting temu kurang perangkat lunak alpha beta alpha fokus fungsional perangkat lunak beta libat user application game simpul ambil game information sejarah teuku umar', 'paham asal-usul evolusi transformasi bentuk dunia pengaruh ajar sejarah ajar sejarah ambil ajar harga lampau hindar repetisi salah harga kompleksitas diversitas manusia masyarakat sejarah pijak identitas budaya kuat hubung instrumen kembang pikir kritis analitis hadap tantang dapat ajar sejarah bosan seringkali muncul ajar konvensional dinamis tradisional paragraf interaktif ajar cepat bosan tarik materi transformasi ajar tawar interaktif libat guna sumber daya multimedia simulasi sejarah peran aktif siswa ajar kisah sejarah terap teknologi jajah konteks sejarah inovatif ajar sejarah tarik alam siswa adopsi konsep gamifikasi ajar sejarah game visual novel buka peluang tingkat libat siswa game visual novel gabung narasi dalam elemen interaktif siswa jajah periode sejarah karakter cerita tarik masuk elemen pilih tantang alur cerita game visual novel picu minat tahan libat siswa paham konteks sejarah ruang eksplorasi ambil putus relevan peristiwa sejarah saji information senang dorong pikir kritis ambil putus konteks sejarah bangun game visual novel judul nusantara kingdoms upaya tangan dapat ajar sejarah tarik bosan evaluasi dampak game nusantara kingdoms module arcs attention relevance confidence satisfaction game nusantara kingdoms dampak sesuai tuju arcs kuesioner nilai aspek kunci pengaruh motivasi ajar siswa pengaruh aspek cari langkah solusi visual novel kenal tekan utama cerita narasi cipta alam dalam ajak main libat alur cerita kompleks kembang istimewa genre letak mampu saji kisah mikat tingkat aksesibilitas jadi visual novel opsi mudah jangkau kalang tingkat ahli main game daya tarik visual novel letak mampu bangkit respons emosional main posisi main pusat peristiwa sarat emosi genre cipta alam dalam penuh makna main tonton integral cerita mampu bentuk jalan cerita putus ambil game nusantara kingdoms beda signifikan aspek attention confidence game nusantara kingdoms interaktif gambar visual siswa jaga perhati materi ajar balik lebih kurang ruang kembang game nusantara kingdoms fitur-fitur agam main kustomisasi game nusantara kingdoms']"
120,33,120_ulas_produk cantik_review_cantik,"['ulas', 'produk cantik', 'review', 'cantik', 'bigram', 'seleksi fitur', 'trigram', 'ngram', 'rating', 'sentimen']","['ramai produsen produk cantik produk bagus agam tarik konsumen produk cantik konsumen produk cantik produsen coba inovasi produk inovasi banyak komentar saran review konsumen produk manfaat review produk konsumen guna information beli produk review serta rating produsen sulit kelompok review sentiment kelompok review dalam sentiment otomatis bentuk rating hitung semantic orientation calulator regresi linier pecah kalimat review dalam bentuk ngram bigram trigram kalimat tingkat prediksi akurasi bigram akurasi trigram akurasi kalimat model toleransi toleransi sentiment review baik pecah kalimat ngram bigram trigram selesai', 'typescript muhammad ali buchari -sentimen usaha pengaruh pandang individu masyarakat usaha pandang pengaruh tindak transaksi dagang saham sentimen usaha kandung berita faktor kait usaha faktor faktor internal faktor eksternal usaha sentimen kandung berita prediksi klasifikasi sentimen klasifikasi sentimen mudah individu masyarakat tentu tindak dagang saham klasifikasi sentimen selesai supervised learning bentuk model ajar supervised learning ekstraksi fitur representasi kalimat ekstraksi fitur fitur ngram word embedding kait akurasi bagus support vector machine convolutional neural network seleksi fitur kurang ukur model ruang vektor algoritma ajar mesin jalan cepat seleksi fitur hilang fitur relevan ekstraksi fitur bentuk model ajar latih kalimat kelas sentimen positif negatif netral eksperimen eksperimen fitur ngram fitur word embedding eksperimen fitur ngram eksperimen fitur unigram bigram trigram gabung tiga eksperimen bobot muncul tidak term frequency tfidf seleksi fitur eksperimen ngram eksperimen word embedding eksperimen tuning parameter average word vector convolutional neural network fitur word embedding algoritma convolutional neural network seleksi fitur information gain kamus sentimen akurasi baik akurasi baik hasil', 'era digital ulas konsumen produk ecommerce sumber information produsen jual konsumen gali information ulas agam butuh analisis dalam tantang utama analis ulas paham sentimen user aspek spesifik kualitas produk layan jual kirim opini butuh analisis sentimen aspek aspect-based sentiment absa ekstraksi aspek relevan ulas klasifikasi sentimen kandung aspek akurat usul terap model indobert gabung aspect extraction aspect sentiment classification asc ulas produk cantik bahasa indonesia indobert unggul paham konteks bahasa indonesia dalam dataset cakup ulas produk kategori sentimen negatif netral positif skor ulas model optimal fine-tuning konfigurasi parameter ukur batch epoch sesuai tingkat akurasi tahap praproses label aspek sentimen latih model evaluasi performa model ekstraksi aspek ulas akurat klasifikasi sentimen tingkat percaya implementasi model akurasi balanced accuracy capai model mampu prediksi akurat aspek produk confidence score jual kirim model proses cepat sampel detik selesai latih detik iterasi model bukti efektif identifikasi aspek sentimen ulas kontribusi analisis sentimen aspek bahasa indonesia dukung kualitas service produk strategi pasar']"
121,32,121_kerja guru_nilai kerja_bimbing konseling_guru,"['kerja guru', 'nilai kerja', 'bimbing konseling', 'guru', 'prestasi', 'guru nilai', 'konseling', 'kepala sekolah', 'guru kelas', 'bimbing']","['ajar ajar guru jenis status ajar guru kelas guru ajar tingkat kualitas guru nilai kerja ajar ajar nilai kerja guru guru mapel guru kelas kepala sekolah sekolah nilai syarat naik pangkat guru status pegawai kepala sekolah lambat nilai guru berintregritas guru seko nilai kerja guru akurat tentu guru mana guru milik kualitas ajar kualitas ajar betujuan terap clustering solusi kelompok nilai kerja guru mapel guru kelas ganti konvensional rata kerja guru mapel guru kelas kelompok mirip karakteristik clutser atribut nama guru kelas pedagogik profesional pribadi sosial bedasarkan ratarata guru kelas guru mapel nilai clusternya cluster nilai kerja guru mapel guru kelas nila cluster nilai kerja guru mapel guru kelas nila cluster nilai kerja guru mapel guru kelas nila cluster bentuk kmeans clustering cluster cluster niali kerja guru kelas guru kelas cluster kelas guru kelas kelas guru pai cluster kelas guru kelas kelas cluster kategori guru kerja cluster dasar ambil putus tentu kerja guru negeri jatimulyo cluster bentuk hitung kuesioner guru jatimulyo', 'abstrak guru unit peran mutu didik guru layan didik siswa giat ajar kualitas harkat martabat profesi tingkat profesionalitas jalan tugas tingkat profesionalitas guru nilai mampu guru laksana didik ajar tingkat mutu didik sekolah buat implementasi ahp topsis sekolah tentu rangking tiap nilai kerja guru laku rangking motivasi guru ajar ajar maksimal guru kategori baik periode nilai kerja guru sekolah sma negeri rantau implementasi ahp topsis rangking nilai kerja guru tingkat akurat hitung banding hitung manual hitung instansi sekolah rangking guru tingkat motivasi semangat ajar guru mutu didik sekolah tingkat', 'guru unit peran mutu didik guru layan didik siswa giat ajar kualitas harkat martabat profesi tingkat profesionalitas jalan tugas tingkat profesionalitas guru nilai mampu guru laksana didik ajar tingkat mutu didik sekolah buat implementasi ahp topsis sekolah tentu rangking tiap nilai kerja guru laku rangking motivasi guru ajar ajar maksimal guru kategori baik periode nilai kerja guru sekolah sma negeri rantau implementasi ahp topsis rangking nilai kerja guru tingkat akurat hitung banding hitung manual hitung instansi sekolah rangking guru tingkat motivasi semangat ajar guru mutu didik sekolah tingkat']"
122,32,122_forecasting_demand_exponential_exponential smoothing,"['forecasting', 'demand', 'exponential', 'exponential smoothing', 'smoothing', 'prediksi jual', 'single exponential', 'stok', 'amal', 'sembako']","['amal sistematis masa historis information masala milik kecil tingkat salah information kira usaha instansi jalan butuh bisnis konveksi trendy jaya collection blora usaha produksi kaos seragam pdh pdl masalah alami konveksi trendy jaya collection blora sulit tentu produksi sesuai produk jual buat forecasting jual konveksi single exponential smoothing ses mudah konveksi trendy jaya collection blora tentu kira produksi masa forecasting single exponential smoothing tingkat akurasi mape presentasi kecil amal kaos kombinasi forecasting alpha prediksi januari seragam pdh pdl forecasting alpha', 'gemerlap jaya prima gjp toko gerak bidang jual alat elektronik ada stok barang intuisi manager gudang jual produk jual produk lebih intuisi manager gudang akibat kurang ada stok barang timbul masalah produk konsumen penuh kondisi jual produk intuisi manager gudang kendala simpan produk masalah atas manager gudang jual barang depan barang pes sesuai minta konsumen bangun perhati kondisi prediksi kondisi masa ramal jual barang jual pola masa tentu amal cocok pola amal exponential smoothing amal kuantitatif pola horizontal exponential smoothing prosedur baik terus amal objek baru observasi baru prioritas amal observasi amal jual manager gudang information jual information jual tentu stok barang gudang', 'forecasting amal jadi timbang bidang bisnis ekonomi rugi usaha diminimalisir maksimal untung maksimal teliti gagas application forecasting jual website mudah toko agung ramal jual solusi mudah milik toko agung ramal jual barang website prediksi jual single exponential smoothing butuh produk cakup jual toko agung application forecasting jual website produk fitur data satu data barang data jual forecasting jual fitur fitur application forecasting jalan user user paham fitur application forecasting jual toko agung website mudah pimpin olah meramlakan jual barang single exponential smoothing timbang bobot bobot periode beda prioritas single exponential smoothing amal jangka pendek asumsi fluktuasi mean trend pola tumbuh konsisten akurasi terap single exponensial smoothing amal jual barang alpha hitung mape rata']"
123,32,123_enterprise_architecture_business_business process,"['enterprise', 'architecture', 'business', 'business process', 'arsitektur enterprise', 'enterprise architecture', 'subsistem', 'arsitektur', 'portofolio', 'ftp']","['kembang arsitektur dasar business process reporting service bprs laksana kelompok hananto edy wibowo nim wisnu manupraba nim budi satrio nim utama prototipe perangkat lunak buat lapor konsep business process outsourcing bpo bpo konsep business process usaha usaha bprs terima mentah short message service sms file transfer protocol ftp bangkit lapor butuh usaha user application bprs bagi subsistem business process generator bpg ftp service sms service subsistem hubung web service xml bpg definisi ftp sms service terima mentah lapor butuh usaha user application prototipe subsistem bprs business process generator application definisi lapor format xml definisi olah manfaat fungsi lapor sedia susbsistem bentuk web services definisi lapor masuk subsistem proses lapor model bangun application metodologi unified process implementasi openjgraph definisi lapor reperesentasi grafis application manfaat web services bantu library wsdl4j bangkit dokumen xml isi definisi bantu library tokenanalyis subsistem black box application penuh spesifikasi butuh bangun application subsistem business process generator lapor usaha usaha sedia service buat lapor usaha service lapor business process-nya detil buat lapor', 'kembang business process reporting service bprs laksana kelompok hananto edy nim wisnu manupraba nim budi satrio nim utama perangkat lunak buat lapor konsep business process outsourcing bpo bpo konsep business process usaha usaha bprs terima mentah short message service sms file transfer protocol ftp bangkit lapor butuh usaha user application bprs bagi subsistem business process generator bpg ftp service sms service subsistem hubung web service xml bpg definisi ftp sms service terima mentah lapor butuh usaha user application subsistem bprs sms service application terima mentah media sms olah lapor definisi terima subsistem bpg application sedia fungsi mentah web service masuk subsistem bpg keluar application lapor rekapitulasi bentuk teks bentuk chart model bangun application metodologi unified process implementasi teknologi java server pages jsp model arsitektur adopsi konsep model-view-control mvc kelas model teknologi enterprise java bean ejb fungsi web service hubung subsistem application terima pesan sms bantu library smslib bangkit lapor bantu library jasper report subsistem black box application penuh spesifikasi butuh definisi bangun application subsistem sms service lapor usaha usaha sedia service buat lapor usaha service lapor business processnya detil buat lapor', 'kembang arsitektur dasar business process reporting service bprs laksana kelompok hananto edy nim wisnu manupraba nim budi satrio nim utama prototipe perangkat lunak buat lapor konsep business process outsourcing bpo bpo konsep business process usaha usaha bprs terima mentah short message service sms file transfer protocol ftp bangkit lapor butuh usaha user application bprs bagi subsistem business process generator bpg ftp service sms service subsistem hubung web service xml bpg definisi ftp sms service terima mentah lapor butuh usaha user application prototipe subsistem bprs ftp service application terima mentah ftp olah lapor definisi terima subsistem bpg application sedia fungsi mentah web service masuk subsistem bpg keluar application lapor rekapitulasi bentuk teks bentuk chart model bangun application metodologi unified process implementasi teknologi java server pages jsp model arsitektur adopsi konsep model-view-control mvc kelas model teknologi enterprise java bean ejb fungsi web service hubung subsistem application bangkit lapor bantu library jasper report subsistem black box application penuh spesifikasi butuh definisi bangun application subsistem ftp service lapor usaha usaha sedia service buat lapor usaha service lapor business process-nya detil buat lapor']"
124,31,124_beasiswa_terima beasiswa_calon terima_seleksi terima,"['beasiswa', 'terima beasiswa', 'calon terima', 'seleksi terima', 'tentu terima', 'ipk', 'tua', 'bbm', 'siswa terima', 'kriteria bobot']","['beasiswa bantu uang orang langsung didik tempuh dirjen didik tri didik nasional salur beasiswa sekolah guru ilmu didik stkip pgri nganjuk beasiswa ppa bbm tingkat daftar beasiswa timbang butuh dukung putus mudah efisiensi seleksi calon terima beasiswa stkip pgri nganjuk implementasi technique preference similarity ideal solution topsis dukung putus tentu calon terima beasiswa ppa bbm hasil peringkat calon terima beasiswa jadi dukung putus seleksi terima beasiswa banding topsis konvensional milik sama sensitivitas kriteria ipk hasil tua kriteria sensitif putus kriteria semester kriteria sensitivitas putus', 'bangun dukung putus spk terima beasiswa miskin smp negeri woja kabupaten dompu nusa tenggara barat simple additive weighting saw eksplorasi saw sesuai kriteria tetap sekolah nilai efektivitas rekomendasi optimal utama rancang application web kelola siswa kriteria nilai bobot lapor terima beasiswa butuh input siswa kriteria bobot output calon terima beasiswa cakup input siswa aju kriteria bobot nilai kriteria saw cakup transportasi dapat tua kerja tua tanggung tua jarak tempuh application web php bootstrap mysql akurat terima beasiswa implementasi saw sistematis evaluasi layak kriteria bobot tetap terap saw rekomendasi optimal tingkat tepat ambil putus fasilitas manajemen lapor format pdf excel implementasi tingkat kualitas seleksi terima beasiswa mudah ambil putus sekolah keywords terima beasiswa simple additive weighting saw dukung putus spk', 'beasiswa sman pleret manual terima beasiswa dasar kriteria kalkulasi maksimal muncul tepat salur beasiswa siswa muncul teliti maksimal kalkulasi calon terima beasiswa seleksi beasiswa seleksi terima beasiswa analisis nilai fuzzy multiple attribute decision making fmadm simple additive weighting saw kriteria tentu ambil putus ambil raport hasil tua tanggung tua jarak tempuh sekolah giat organisasi ambil raport application dukung putus spk desktop bahasa model uml bahasa pemrograman java database mysql media simpan alternatif solusi tim seleksi beasiswa sman pleret kalkulasi fuzzy madm saw cepat seleksi beasiswa kurang salah tentu terima beasiswa kembang kriteria ubah iring ubah bijak sman pleret']"
125,30,125_kambing_sapi_ternak_sakit sapi,"['kambing', 'sapi', 'ternak', 'sakit sapi', 'kelinci', 'ternak sapi', 'dokter hewan', 'hewan ternak', 'hewan', 'diagnosis sakit']","['sapi hewan ternak milik potensi ekonomi sapi sakit milik dampak negatif manusia sakit hewan ternak sapi tular cepat akibat fatal mati sakit timbul sebab bakteri virus jamur parasit cegah sakit sapi tular ternak sapi sakit hewan ternak sapi cegah obat hewan ternak sapi din diagnosis sakit serang hewan sapi cepat alat bantu pakar pakar tiru ahli pakar pecah pakar ternak masyarakat deteksi din sakit hewan ternak sapi tangan cepat konsultasi dokter diagnosis sakit hewan sapi bayesian network diagnosis masuk fakta gejala sapi hitung bayesian network diagnosis sakit serang hewan sapi serta rekomendasi solusi kendali akurasi diagnosis sakit sapi potong bayesian network', 'hewani konsumsi manusia daging susu kualitas sapi sehat bebas infeksi sakit parasit ternak identifikasi sakit cegah obat gejala timbul ternak mandiri andal dokter hewan selesai pecah bangun pakar certainty factor tentu pasti gejala sakit temu ternak sapi mudah identifikasi sakit ternak sapi serta cegah obat pakar web sertamenggunakan php bahasa pemrograman mysql basis tahu cipta application ternak sapi bantu identifikasi sakit sapi sesuai gejala alami ternak sapi information sebab cegah obat sakit sapi', 'masalah ternak sapi jaring virus sakit virus sakit timbul sapi beda teliti diagnosis sapi sakit akibat makan minum konsumsi ternak sapi sulit gejala sakit sapi batas tahu ternak sapi sakit hewan ternak sulit temu kerja medis daerah pencil susah jangkau hal cari dokter hewan ternak cepat tangan sapi duga jangkit sakit ekor sapi infeksi sakit ahli pakar hal dokter hewan atas masalah pakar jelas tetang laku rancang gabung obyek sakit sapi dempster-shafer teori demspter-shafer percaya kombinasi nilai nyata belief-plausibility banyak information dalam theta jenis sakit sapi abses ascariasis bloat bovine ephemeral fever bef endometritis entritis mastitis omphalitis pneumonia rentensio scabies gejala sakit diagnosis sakit sapi milik utama hitung densitas gejala sakit densitas sakit tinggi keluar akurasi ysng keluar hitung']"
126,30,126_museum_masakan_resep masakan_resep,"['museum', 'masakan', 'resep masakan', 'resep', 'geologi', 'masak', 'batu', 'koleksi', 'unjung information', 'cari resep']","['masak cipta makan tahap rurut masakan milik cita unik gantung olah survei masyarakat usia responden milik masak responden visualisasi sumber masak internet bingung cari resep nama resep masakan responden butuh application cari resep masakan tangkap kamera makan saji application pandu resep masakan klasifikasi gambar application android sdlc prototype design ktor sisi server android native kotlin sisi android tensorflow kembang model machine learning application black box usability model machine learning uji makan asli gambar confusion matrix black box sempurna fungsionalitas jalan usability tingkat efektivitas usability dukung sus application terima user grade milik rating best imaginable model machine learning kelas makan kelas akurasi application mudah terima user', 'museum sri baduga objek wisata sejarah budaya milik balai kelola museum negeri sri baduga perintah propinsi jawa barat dinas budaya pariwisata wisata museum sri baduga letak jalan bkr nomor bandung jawa barat unjung museum sri baduga information koleksi arca sedia museum kendala hadap museum sri baduga kurang sumber daya manusia sdm pandu guide batas information koleksi batu museum sri baduga terap teknologi augmented reality jadi solusi atas masalah bangun application teknologi augmented reality unjung information tarik interaktif interaksi objek museum damping tour guide animasi unjung information baca tarik simpul secar fungsional keluar sesuai kuisioner tarik simpul application augmented reality kenal arca mudah unjung information arca application augmented reality kenal arca atas sumber daya manusia sdm batas', 'museum geologi bandung museum simpan koleksi materi geologi limpah satu batu unjung koleksi batu serta nama batu information kondisi jenis bentuk batu cantum kurang sumber daya manusia sdm pandu guide batas information koleksi batu museum geologi manfaat teknologi rekognisi sampai information tarik interaktif video animasi batu terap unjung arah kamera smartphone android-nya batu tuju muncul video batu serta animasi urai application application deteksi batu application mobile android application deteksi batu rekognisi pattern recognition integrasi teknologi augmented reality deteksi batu asli realtime batu target alpha tarik simpul bebas salah sintaks fungsional keluar sesuai betha tarik simpul mudah user friendly unjung information batu interaktif sesuai persentase responden kuisioner sebar']"
127,30,127_kompas com_hitung kendara_hidup manusia_lightweight,"['kompas com', 'hitung kendara', 'hidup manusia', 'lightweight', 'node javascript', 'kantor desa', 'mahasiswa', 'pln', 'application bantu', 'sebar information']","['teknologi kembang kembang teknologi dampak bidang hidup manusia teknologi peran mudah aktivitas manusia contoh mobil motor laptop smartphone banyak alat hubung network internet kembang teknologi information mudah internet internet mudah masyarakat information mudah cepat ubah teknologi internet mudah ambil information multimedia kembang kembang zaman teknologi masyarakat mudah tempat objek wisata wisata muncul museum taman hibur wisata pandang indah wisata batas indonesia papua nugini kenal contoh wisata pos lintas batas negara plbn skouw atas kenal wisata buat ancang simulasi bentuk proyeksi wisata plbn skouw simulasi tampil proyeksi objek wisata plbn skouw simulasi uji responden lewat wawancara kuesioner respon positif feedback responden simulasi sesuai efektif kenal promosi wisata plbn skouw saran masuk tampil segi grafik fungsi simulasi saran masuk motivasi simulasi', 'kembang teknologi jamah sektor sektor medis guna teknologi sebar information website dukung sebar information rumah sakit daerah dok papua instansi perintah daerah layan sehat peran teknologi peran teknologi website rsud papua media information nyata website rsud papua milik information sesuai rasa ganggu nyaman alam user informasi kait rsud dok jayapura rancang user interface sesuai butuh design thinking usability scale user interface sesuai puas user tahap dalam gali butuh user gali butuh user hasil ide buat prototype website puas user usability scale banding website baharu usability scale ukur tingkat skor sus adjective rating awful adjective rating good tingkat kualitas user experience baharu design website skor indikasi pembaharuaan desain website informatif intuitif ramah user', 'kembang teknologi pengaruh aspek hidup manusia teknologi kembang pesat mudah manusia giat usaha terap teknologi usaha tingkat kerja usaha manfaat teknologi bentuk information media promosi usaha layan baik langgan manfaat teknologi information usaha usaha tingkat puas langgan bangun katalog produk langgan mudah detil produk tawar jumpa guna media promosi brosur dealer motor event pamer motor manfaat kembang teknologi media promosi application langgan mudah paham produk tawar pilih produk sedia application android studio tampil produk motor kawasaki kategori tipe application tampil deskripsi motor detil spesifikasi motor rangka mesin transmisi motor application banding produk motor produk motor tampil lokasi dealer dekat']"
128,30,128_rental_rental mobil_sewa_sewa mobil,"['rental', 'rental mobil', 'sewa', 'sewa mobil', 'mobil', 'sewa barang', 'jasa sewa', 'information sewa', 'perkasa', 'kemah']","['application rental catat transaksi sewa mobil rental mobil wartini rental mobil wartini information catat transaksi sewa mobil manual salah catat hitung sewa butuh cari transaksi rental mobil wartini application atas masalah rental mobil wartini bahas ancang implementasi application rental mobil tangan catat transaksi sewa mobil mesan mobil online lapor sewa mobil periodik lapor bulan application rental mobil bas web kelola rental mobil dalam kelola transaksi sewa mobil user mudah sewa mobil online user mudah information stok mobil harga sewa mobil online', 'dewasa butuh sarana transportasi jalan hemat usaha jalan bisnis pinjam kendara rental mobil kembang rental mobil nyaman mudah langgan kelola manual langgan sewa mobil isi sewa sisi usaha milik sewa manual catat mobil dapat sopir butuh teliti valid bangun information sewa mobil web mudah nyaman langgan sewa mobil milik rental mobil catat mobil dapat sopir metodologi waterfall bangun information rental mobil basis data mysql bahasa pemrogramannya bahasa pemrograman php codeigniter bangun information sewa mobil web rental mobil mudah nyaman langgan sewa sisi milik usaha rental mobil lapor mobil dapat sopir cepat valid', 'rental mobil yake rentcar usaha gerak bidang jasa sewa mobil lokasi camat gamping kabupaten sleman daerah istimewa yogyakarta mesan jasa rental mobil manual harus langgan sewa mobil atas application mesan jasa rental mobil jembatan langgan rental mobil web pola mvc bahasa pemrograman php laravel framework-nya database mysql application web mesan jasa rental mobil laravel mes jasa rental mobil online kirim email isi konfirmasi mesan otomatis rental mobil yake rentcar tingkat layan langgan']"
129,29,129_brosur_calon beli_marker_interior,"['brosur', 'calon beli', 'marker', 'interior', 'properti', 'teknologi augmented', 'kacamata', 'reality', 'augmented reality', 'augmented']","['brosur media poromosi information information calon konsumen lebih jasa produk tawar bentuk lembar kertas brosur harap calon konsumen produk tawar tarik perhati calon konsumen augmented reality teknologi gabung objek maya objek dunia bantu kamera smartphone real time teknologi augmented reality terap media brosur jadi sarana promosi interaktif inovatif tarik minat calon application terap teknologi augmented reality media kenal kampus itn fitur application jalan kendala bag application tampil objek gedung tampil video jalan lancar spesifikasi smart phone ram 4gb application menscan marker jarak ideal application menscan marker intensitas cahaya lux lux application menscan marker sudut miring', 'laksana giat promosi marketing office sbtn regency promosi rumah brosur spanduk online sales freelance rumah pasar media promosi tampil information rumah bentuk gambar sales rumah sesuai brosur konsumen konsumen sulit bayang bentuk rumah brosur konsumen bentuk rumah detail kantor pasar terap teknologi augmented reality brosur contoh ganti model rumah dimensi tampil virtual perangkat mobile android application bahasa pemrograman application butuh tools android sdk unity3d editor sweethome3d objek application blackbox beta application jalan brosur information detail calon konsumen application mudah sales promosi media promosi augmented reality promosi laksana senang application user objek rumah kamera deteksi marker tipe rumah', 'sekian usaha diri bidang properti pasar bangun tawar calon beli pasang iklan media media cetak televisi website jual pamer harap tingkat jual produk pasar milik kurang sampai information bangun tawar usaha gerak bidang properti information media brosur saji bentuk miniatur bangun information gambar bangun calon beli calon beli sulit visualisasi tata letak ruang rumah masalah bangun application teknologi kurang guna perangkat laptop jalan teknologi guna marker tampil obyek bangun tawar masalah terap teknologi augmented reality jadi solusi atas masalah application teknologi augmented reality dukung perangkat smartphones usaha information calon beli cepat lengkap mudah tarik simpul fungsional keluar sesuai kuesioner tarik simpul application denah teknologi augmented reality mudah tarik mudah user gambar tata letak ruang rumah cepat lengkap application denah teknologi augmented reality media dukung usaha diri bidang properti']"
130,27,130_kucing_pelihara_lbph_ras,"['kucing', 'pelihara', 'lbph', 'ras', 'dokter hewan', 'hewan', 'hewan pelihara', 'sakit kulit', 'klasifikasi fitur', 'fitur klasifikasi']","['kucing hewan pelihara gari masyarakat ras hewan kes pelihara elite biaya pelihara hewan mahal jaga kucing pelihara milik sehat pelihara kucing perhati makan awat kucing kucing mudah serang sakit kucing kena sakit dokter hewan obat cegah sakit tambah parah butuh bawa kucing dokter hewan akses dokter hewan kabupaten tulungagung batas sulit terap bayessian network judul tingkat suka konsumen produk biskuit bayessian network milik tingkat akurasi judul tentu potensi tsunami indonesia akibat gempa bumi bayessian network naive bayesian classifier milik tingkat akurasi bayessian network bayessian network klasifikasi terap hitung peluang ketidakpastian kelas cocok masalah diagnosa sakit kucing implementasi bayessian network application pakar diagnosa sakit kucing tahap validasi akurasi validasi black-box black-box akurasi uji tingkat akurasi hitung bayessian network manual hitung bayessian network pakar tingkat akurasi prosentase akurasi', 'ringkas mahmud sabilla halimatus klasifikasi gejala sakit kulit kucing algoritma elektro negeri malang bimbing triyanna widiyaningtyas made wirawan kunci sakit kulit kucing klasifikasi algoritma kucing jenis hewan pelihara kulit tubuh kucing perhati kondisi kulit kucing sehat kucing indikator sakit tubuh kucing sakit kulit sakit derita kucing bahaya milik kucing sebab mati awat jaga sehat batas tahu milik sakit alami kucing banyak mirip gejala sakit sulit identifikasi awam alas utama uji algoritma klasifikasi gejala sakit kulit kucing uji tingkat akurasi algoritma penelitiian eksperimen preprocessing klasifikasi mengggunakan algoritma evaluasi dataset klinik hewan purple shop kota malang preprocessing transformasi smote klasifikasi algoritma validasi k-fold cross validation evaluasi confusion matrix hitung akurasi presisi recall bantu software weka versi preprocessing software rapidminer studio versi klasifikasi evaluasi validasi pemrosesan akurasi terap smote dataset gejala sakit kulit kucing parameter akurasi terap smote dataset paramater algoritma klasifikasi gejala sakit kulit kucing akurasi asli smote milik beda signifikan', 'kucing jadi hewan pelihara manusia luput banyak sakit serang negara indonesia negara milik lembap udara jamur parasit mudah sebar berkembangbiak sebab sakit kulit sakit kulit sakit derita hewan mamalia tangan cepat sakit cepat luas ganggu aktifitas kucing sebab mati gejala sakit kulit terkadang menggangu terkadang kucing baik milik peduli batas tahu milik sakit kulit alami kucing banyak mirip gejala sakit kulit sulit identifikasi awam alas utama diagnosa sakit kulit kucing modified k-nearest neighbor modified k-nearest neighbor klasifikasi kelas dekat dataset sakit kulit kucing parameter jenis sakit kulit beda keluar diagnosis sakit akurasi tinggi akurasi rendah akurasi modified k-nearest neighbor implementasi diagnosis sakit kulit kucing']"
